accidents,traffic_fine_amount,traffic_density,traffic_lights,pavement_quality,urban_area,average_speed,rain_intensity,vehicle_count,time_of_day
28,2.4664,7.174,62,1.0903,1,12.7665,8.513,766.933,158.627
28,1.6351,9.433,816,4.1664,1,198.462,2.2312,209.721,4.8074
23,6.7818,5.2777,2.985,4.728,1,320.573,1.8067,755.026,7.6289
29,1.2386,5.4003,5.142,2.0191,1,146.531,2.369,768.572,3.4263
27,6.272,4.6103,4.063,9.974,1,277.833,2.9532,950.636,185.518
13,9.4621,3.2589,448,4.3801,0,449.619,2.7258,892.184,21.936
16,6.1793,4.7566,9.575,3.5246,0,14.755,1.7799,10.4243,7.183
30,4.4935,6.0281,9.529,1.268,1,482.987,2.6813,460.031,195.242
23,6.7896,9.8599,2.794,476,1,236.674,4.593,705.964,5.8021
21,5.1243,9.3776,7.315,1.4562,0,5.0454,1.291,973.635,11.6873
23,5.9106,8.6215,5.786,7.164,1,2.752,1.5994,9.4303,179.573
20,9.4732,8.8913,2.375,3.1515,1,169.337,2.9231,37.455,12.1645
22,4.4749,4.6785,2.622,3.319,1,12.9379,2.1292,497.302,5.55
14,9.6507,6.5744,4.912,4.7098,1,421.857,9.154,419.112,21.748
18,9.1482,8.9507,4.192,4.7602,1,368.819,2.1963,461.221,14.246
24,2.7621,3.9295,2.912,3.2945,1,442.273,1.197,375.411,223.501
34,1.6243,9.6176,8.075,284,0,294.627,1.4119,970.916,203.194
27,1.907,4.1579,4.815,1.795,1,217.729,7.118,805.212,210.381
25,1.164,6.0108,6.548,2.5657,0,135.284,1.476,739.293,8.6811
25,1.85,7.098,1.893,2.4959,0,291.554,7.497,416.594,236.956
25,7.1471,9.5059,5.335,3.0167,1,309.012,2.1674,882.708,204.575
21,1.6407,2.4462,318,4.8028,1,196.474,1.6536,10.2406,8.1026
24,3.8708,7.4613,5.264,4.426,1,468.298,703,151.984,21.514
17,8.6039,5.2082,7.808,5.445,0,319.977,1.2292,954.517,18.127
28,1.2094,2.6856,7.689,1.3299,1,418.741,2.2565,571.318,174.033
18,8.3302,7.7661,3.542,4.1655,0,310.195,2.8638,167.863,1.494
24,3.5367,5.5222,6.943,4.1215,0,158.268,2.6231,949.654,5.416
26,2.0635,6.6097,9.413,1.3769,1,36.831,46,975.095,16.675
14,7.2706,3.229,6.257,3.6529,1,11.5127,6.561,882.678,6.6884
14,6.6605,4.8127,1.484,3.3602,1,298.305,6.232,246.172,1.4044
17,8.8972,6.1735,6.797,2.3676,1,201.183,1.2393,285.709,6.8628
16,7.6156,4.0491,1.049,1.1973,1,7.4942,1.9373,412.903,201.098
11,8.2313,1.9837,8.721,4.4432,0,20.662,4.592,583.529,11.2947
28,3.5383,9.6164,5.167,3.3893,0,15.514,2.747,99.226,147.739
28,2.597,5.1147,3.851,845,1,5.6111,2.3314,956.572,192.121
19,7.7555,7.3392,57,3.524,1,411.914,1.258,921.928,7.761
15,8.2615,4.1105,3.808,3.7072,1,249.291,1.752,9.8384,2.675
11,9.9145,3.5513,9.032,4.4344,0,173.178,1.6254,759.595,7.7597
23,4.7136,4.0716,21,1.1142,1,252.482,1.7467,878.077,229.603
21,4.3482,4.092,4.746,4.9438,0,377.292,2.5803,339.947,11.5748
18,7.9877,5.4418,9.312,767,1,9.148,6.004,227.378,136.754
24,4.0672,5.4347,3.948,3.1934,1,273.376,2.0511,750.957,182.503
10,9.3768,4.9715,4.282,3.2859,0,239.575,3.211,9.9929,2.7584
15,8.7257,1.3479,5.786,2.0948,1,446.535,1.3775,94.145,176.145
23,4.8609,4.9608,4.629,2.3752,1,277.986,1.9075,164.517,7.1461
9,7.7578,1.691,1.686,4.4546,1,6.8661,375,462.962,9.3159
10,7.7909,1.2614,186,3.2264,1,194.342,3.242,98.297,6.4678
27,1.9281,9.3265,6.098,2.485,1,310.535,2.738,988.338,3.6851
16,9.123,6.0495,9.208,6.417,1,2.2967,1.1241,77.823,8.6751
23,5.5473,6.5949,1.064,367,1,442.325,1.866,840.797,2.2713
19,8.4381,4.0179,211,6.248,0,3.3891,2.9879,967.499,202.747
21,3.8804,9.0898,3.702,4.7809,0,1.5296,7.622,928.155,7.3427
11,9.0597,6.3793,8.087,3.8204,0,1.008,4.079,625.888,156.868
22,4.5028,7.6917,2.693,4.8356,1,341.872,1.2443,737.271,7.1207
26,1.0975,3.6856,8.821,1.785,1,22.796,4.379,597.839,5.0569
14,9.1484,9.6001,55,3.4011,1,5.1409,736,51.143,171.278
32,1.8216,8.2046,941,2.215,0,428.104,1.6919,882.021,149.761
26,3.8738,8.5395,5.607,3.9103,1,10.136,2.6387,740.645,5.2345
16,9.5506,1.7219,6.588,1.9048,1,163.162,2.5826,861.218,146.903
8,9.5555,2.7096,3.677,4.788,0,8.8861,3.024,10.4952,0.12
17,6.1609,2.8563,782,2.8402,1,463.378,4.424,58.072,4.246
17,6.6865,2.7091,1.666,1.4006,1,379.033,1.4734,336.222,174.661
22,5.036,8.5541,489,3.2979,1,361.977,1.1031,51.826,9.8436
17,3.6389,3.188,3.955,3.2909,1,2.1998,2.1092,616.836,4.8871
20,3.958,761,8.537,3.525,1,261.351,1.4848,847.301,12.142
12,7.0527,2.7391,7.549,4.9623,1,287.726,604,4.1559,11.1652
14,7.7714,1.9987,5.172,1.9335,0,19.126,8.537,172.344,152.145
16,8.1242,2.3186,5.721,2.3266,1,160.878,2.7045,922.231,1.7409
21,8.1066,7.9794,1.299,4.0231,1,425.971,1.5345,967.598,196.644
26,1.8209,5.6313,8.407,2.8919,1,1.1508,2.3938,6.4868,1.3986
17,5.4498,577,787,1.863,0,312.677,1.2069,33.847,10.8925
26,1.518,4.2932,6.565,4.2154,1,197.123,2.0309,1.9633,170.514
18,5.9458,4.0788,4.662,2.575,1,332.975,507,759.874,8.2755
20,4.9738,1.1395,9.645,8.541,0,9.8959,2.2096,685.121,218.428
23,8.9893,6.7614,879,5.104,1,11.933,2.3597,569.157,181.256
24,4.1582,7.021,6.444,3.896,1,293.427,2.704,694.745,10.2252
29,2.0536,7.2089,3.718,1.284,1,489.969,5.499,542.413,4.4118
30,2.2869,7.2847,618,2.751,1,487.342,1.3887,246.453,1.0425
13,7.8536,5,5.754,2.2122,0,12.449,1.9123,75.679,192.399
23,6.564,9.5392,3.942,1.2643,1,5.1176,1.9125,785.445,4.6626
31,1.9101,8.1421,3.067,6.327,1,295.172,2.1946,85.566,6.4722
30,1.757,9.0398,407,3.2935,1,209.991,2.1432,954.536,2.491
13,7.3087,1.564,5.739,1.1306,0,380.843,1.5173,750.066,4.374
30,1.6549,9.3386,4.281,947,1,263.992,1.7246,6.4004,5.53
16,8.3967,8.0979,2.636,2.0921,1,255.293,252,3.063,209.488
22,7.3562,8.3722,761,1.5522,1,32.323,4.998,742.472,187.398
23,1.7321,9.329,5.315,1.593,1,6.3209,1.4957,6.549,18.477
30,1.7635,7.3878,677,2.2264,1,338.581,2.2368,322.785,198.488
16,9.8798,9.5992,3.683,3.3446,1,24.426,2.4268,144.798,4.4787
29,4.3684,6.7855,8.849,3.0824,1,410.074,2.1868,969.211,234.976
19,4.3358,5.7056,7.552,4.6863,0,6.9353,1.4592,32.323,5.5726
18,8.3152,9.4563,3.232,2.5886,1,150.374,8.438,6.4595,3.5983
17,9.5252,4.4294,9.382,2.3628,1,475.123,1.3341,950.111,7.0715
14,9.874,5.9929,766,1.0671,1,276.536,279,612.657,12.7309
19,7.7804,4.7634,9.612,3.7769,1,46.465,1.7939,4.5748,2.9863
24,4.3863,9.3285,2.457,7.039,0,344.518,2.237,835.027,177.269
19,1.7515,7.608,91,2.4557,0,463.216,4.362,161.003,8.9166
20,7.9943,5.0112,4.338,2.1066,1,158.913,1.8779,804.412,13.642
17,6.0256,6.8695,359,3.2915,0,4.5267,0.04,606.724,176.217
23,4.818,7.9191,5.391,4.5881,0,401.121,1.7207,185.344,216.454
19,9.1572,5.8302,7.968,4.733,1,402.234,1.9151,755.072,196.643
35,2.2008,9.0892,8.424,839,1,309.413,2.3648,45.996,12.8992
20,5.4336,9.4199,4.012,1.3091,0,289.785,2.041,64.172,237.881
19,1.1022,6.432,4.298,4.0582,0,457.454,88,870.819,12.7137
18,5.2179,4.0237,1.482,2.5914,0,8.8249,2.3006,267.695,12.8633
21,1.5067,2.346,475,2.2652,1,308.269,8.702,372.312,3.8037
26,2.0694,3.2942,6.412,3.5531,1,2.4885,2.6616,997.299,3.5693
21,2.0577,5.3687,644,3.1996,0,7.0432,5.549,513.033,4.0488
23,6.8429,9.1079,7.338,4.8536,1,218.636,1.7565,562.918,142.037
16,7.7144,8.4655,5.391,2.9199,0,410.604,3.282,292.584,9.9641
13,6.2503,1.275,1.986,2.3299,0,366.566,1.2081,421.867,9.2612
15,9.6596,9.303,5.395,2.7141,1,487.032,2.6462,506.536,3.0614
19,4.3738,5.8927,183,4.0427,0,2.2424,1.825,26.586,9.1462
25,3.5714,5.3212,4.387,3.0634,1,190.676,2.0689,245.764,9.0718
11,8.8174,2.6638,7.996,3.2352,1,7.9395,6.779,604.462,148.995
24,3.0124,8.9945,4.619,4.8572,0,1.8481,2.7683,191.815,9.3218
16,9.669,9.2737,1.487,3.092,1,132.199,1.8704,557.923,10.0503
25,1.1094,4.0261,7.238,1.9014,1,12.2236,3.177,709.152,6.541
13,9.7289,8.903,1.868,3.4566,1,210.014,467,206.275,3.1561
23,1.3884,3.8395,7.385,3.2973,1,7.1941,478,748.419,7.2003
15,9.0203,7.3682,4.794,692,1,244.284,1.536,366.088,1.0264
23,5.7493,4.7594,4.537,2.3366,0,460.049,2.7348,992.579,4.889
12,9.9367,1.2258,8.514,3.7145,1,374.094,1.0751,979.286,7.7989
26,1.6642,9.2793,7.086,2.4952,0,421.089,8.947,800.609,3.4955
17,5.9847,4.541,329,3.8981,0,402.364,1.2496,349.294,159.593
16,9.7237,7.3449,2.962,2.2544,1,194.813,1.2287,937.838,6.7384
18,5.7079,3.6717,8.709,4.9166,0,354.481,7.155,998.791,147.727
12,6.6646,1.888,183,1.4645,0,377.128,2.755,467.656,154.533
14,7.2617,1.1953,5.453,4.606,1,10.2824,3.259,618.443,10.7349
23,5.0909,4.9622,7.278,2.1501,1,430.131,1.7976,1.5927,10.7786
19,6.648,6.8996,6.219,2.7085,0,228.874,1.1905,5.3098,139.551
17,6.2588,3.3474,7.605,1.7455,0,818,2.7074,505.592,6.299
15,9.1104,6.9549,7.257,1.2114,0,321.692,1.3912,613.221,5.099
25,1.409,6.9864,692,3.3603,0,338.382,1.5105,319.269,154.806
29,3.5287,7.0394,8.215,1.8856,1,275.881,2.7847,10.8139,146.046
15,9.5537,4.9252,6.457,3.1568,1,10.6208,1.5049,784.449,11.4331
18,9.0124,9.1489,4.024,3.8954,1,241.139,1.5059,424.572,210.184
19,5.1009,4.892,4.719,3.805,1,200.064,1.0895,65.236,12.207
22,6.5812,4.5027,7.167,1.8765,1,487.343,2.1312,653.699,7.2839
26,3.4964,1.9938,8.763,2.8395,1,412.339,1.1767,55.137,171.248
25,2.6931,3.0766,2.722,2.2483,1,38.095,1.765,186.705,230.977
16,5.1733,4.233,3.421,4.354,1,9.0537,1.3422,619.921,176.851
24,4.1802,6.3354,9.307,4.3938,1,16.552,1.5862,328.863,218.123
20,6.2529,2.4854,5.785,1.7187,1,189.856,2.4811,820.934,2.7051
24,1.6996,3.0416,179,4.587,1,246.314,1.2412,201.265,2.9037
14,9.7696,7.7081,6.637,8.379,1,1.5112,6.902,298.237,3.7105
14,9.8759,3.2722,9.908,1.835,0,296.505,1.711,445.903,168.685
20,7.2835,2.422,8.235,2.8212,1,178.928,2.8125,742.613,9.353
20,5.8249,1.6906,7.457,3.2839,1,280.839,2.0796,723.543,11.4651
21,3.7857,7.7486,208,1.6569,1,4.489,9.251,343.739,6.2861
16,8.3242,1.2971,8.761,3.3375,1,160.717,2.889,515.645,176.665
16,7.1626,4.5375,5.258,4.6887,1,384.333,1.0282,241.892,202.884
28,2.4636,5.0693,8.893,3.2601,0,250.541,2.9498,772.662,3.8451
15,9.1983,6.8739,3.298,7.928,1,394.444,576,204.743,4.6256
21,8.4028,6.3328,621,2.8983,1,34.948,2.9989,821.153,8.1456
16,9.5482,8.1072,476,2.7095,1,42.746,2.277,937.495,6.724
12,7.5315,4.475,2.698,4.3535,0,3.722,2.1397,99.17,12.7569
20,6.5207,2.9644,7.152,1.7515,0,130.663,2.2213,858.393,180.619
23,4.7642,2.8013,9.571,2.1147,1,274.401,2.0387,229.482,190.386
15,9.3946,1.4602,691,2.9933,1,470.509,2.3328,422.348,5.2028
13,8.7946,2.8918,8.869,2.6221,1,339.895,1.4155,9.7948,4.214
19,1.407,3.0977,453,3.5951,0,228.294,1.623,172.906,8.7287
25,1.2373,5.2188,7.716,2.019,0,6.5071,1.0733,5.92,3.5454
24,4.3882,6.637,843,2.8176,0,246.608,1.9269,644.677,2.2031
18,8.295,3.811,7.109,6.084,0,220.543,1.9387,537.855,5.822
14,9.8855,7.1947,5.078,1.576,0,389.222,5.856,917.843,9.4547
22,2.3538,3.3617,6.259,3.3081,1,206.674,759,468.378,141.082
19,6.3472,2.9028,7.005,7.871,1,159.419,1.4601,645.884,173.587
23,4.428,5.4119,2.531,1.5442,1,4.486,2.1858,407.581,5.3475
14,9.7292,2.372,8.096,3.515,1,2.3251,2.5584,831.162,196.479
8,8.5791,7.979,9.503,3.254,1,219.567,2.595,927.112,8.081
19,8.545,4.1797,4.652,4.552,1,173.431,2.7769,437.414,10.6571
27,5.2182,9.4291,7.011,2.8863,0,277.662,2.7832,9.1874,151.938
22,4.7334,7.2151,737,7.363,1,355.964,238,17.19,6.9903
21,3.4607,8.813,6.622,1.2614,1,2.2003,1.5192,723.339,164.086
32,1.5074,8.4632,5.471,2.2961,1,248.109,1.7614,332.015,208.093
20,8.7825,7.323,8.816,5.467,1,430.986,1.6611,787.531,2.1448
14,8.3161,6.1095,4.489,4.9682,0,227.583,1.8473,752.262,12.3015
14,9.9975,8.2029,611,8.268,1,260.621,1.5101,697.359,4.505
12,9.9697,4.0411,8.446,3.9066,1,243.396,8.814,816.075,6.7098
13,5.9989,2.215,674,4.1492,0,194.896,2.871,75.899,3.2866
14,7.9209,5.1202,8.493,4.9723,1,5.506,6.251,636.262,149.826
13,9.5029,5.4884,1.385,2.1433,1,6.3178,2.2208,1.4185,5.9684
10,8.6468,5.3833,308,4.3705,0,8.9545,7.232,52.052,6.7776
25,3.2261,5.6507,9.344,4.7877,0,396.282,2.4891,59.93,4.9351
23,5.0549,9.487,1.477,8.645,1,137.666,1.2105,961.039,5.8513
28,2.1624,9.0225,8.097,2.3972,1,474.062,1.2434,653.977,5.4026
20,9.5865,8.7572,8.232,3.001,0,405.085,2.6055,579.719,167.489
20,6.4556,8.0142,7.087,3.1036,1,34.227,6.429,545.782,229.394
24,3.0578,9.4343,1.313,2.907,1,360.197,5.689,11.226,11.7656
19,7.0453,9.849,6.674,1.0206,1,2.3816,2.9562,433.344,144.093
18,6.5632,2.6512,8.891,3.9895,1,284.195,1.6218,143.012,196.345
23,4.2235,4.9506,4.255,1.863,1,470.528,5.716,6.2171,11.4265
24,2.022,8.4653,4.135,4.0311,1,1.9555,4.974,336.175,7.2486
22,7.0442,5.0517,4.429,1.332,0,145.508,2.585,648.988,228.234
21,5.6828,7.4803,823,3.2841,0,2.5756,1.7995,868.129,217.478
14,7.9509,1.3896,892,3.938,1,284.871,3.451,812.262,5.2886
19,5.6815,2.5241,8.692,1.2561,0,5.81,2.6607,301.743,168.738
16,8.6696,7.3178,9.979,3.6096,1,239.625,1.3317,5.5537,155.313
22,5.9672,1.6473,5.852,1.402,1,359.975,2.9681,408.651,155.912
18,6.0484,3.5136,7.512,2.5559,0,8.2219,8.453,321.631,199.345
15,8.8899,2.6487,2.027,4.5762,1,377.682,1.5865,377.552,161.785
21,4.6313,3.4986,6.675,2.482,1,3.0102,5.193,563.508,12.4321
26,2.2061,7.0832,6.497,4.0554,1,7.4812,1.3191,4.0109,203.056
25,1.259,3.6785,9.012,3.264,0,140.055,5.296,377.098,6.3562
20,7.7962,5.5526,8.308,634,0,39.805,9.217,563.047,163.014
17,6.5828,9.993,9.385,5.966,1,425.068,8.096,436.661,168.365
22,7.3367,8.0502,8.688,4.9705,1,11.019,8.493,670.557,208.877
30,2.9167,3.6989,8.687,9.009,1,4.7892,2.9095,19.427,239.594
21,2.2273,6.4853,637,4.4838,1,423.977,1.153,16.229,133.812
27,1.1309,7.2539,846,4.9547,1,324.684,1.4906,314.796,11.6259
24,4.1553,2.0966,6.075,1.9189,1,7.8928,1.8877,11.0712,144.164
24,6.3093,8.8467,3.804,3.1552,1,278.858,1.9823,243.899,158.083
22,4.5302,6.1622,565,3.8955,0,436.186,2.2636,9.6035,171.116
22,4.9373,4.2873,6.777,1.9632,1,3.4757,2.2829,407.958,6.7493
15,9.1374,1.8234,3.282,8.091,0,4.1861,2.8665,714.342,11.6888
28,4.1343,9.423,4.678,2.1688,1,136.804,2.267,293.673,8.9021
23,5.6259,7.5507,6.817,3.8594,0,326.131,2.4711,1.3694,9.306
15,8.0529,2.0802,9.118,3.9038,1,8.9004,1.5969,561.497,146.286
26,4.5689,3.3771,8.254,1.1527,1,408.184,1.973,695.022,209.955
24,6.5988,8.0967,4.506,8.748,1,375.215,1.4344,397.403,221.153
14,8.7613,6.9568,3.878,4.6028,1,280.502,8.293,30.403,12.4182
16,9.5457,7.6578,2.398,0.22,1,5.8034,9.401,495.731,183.812
23,2.3237,4.412,3.724,3.6737,0,49.411,1.0816,11.0227,170.979
17,9.3393,7.1648,111,2.321,1,245.017,1.0219,647.487,5.4936
18,5.429,3.8649,9.711,4.1895,1,226.037,1.5995,735.964,1.5099
23,3.3242,2.1126,5.739,4.5271,1,497.785,7.429,707.584,179.486
22,5.1322,6.3268,1.278,1.4871,1,431.934,1.5499,33.538,6.7847
21,9.8203,9.7601,3.528,3.697,1,228.184,2.7487,844.284,131.852
18,5.4336,3.106,547,2.4034,0,209.401,1.2179,94.738,12.5775
18,3.9588,4.6097,5.329,1.4923,0,4.7955,6.679,304.103,19.629
21,6.7006,6.74,355,2.0857,1,463.256,1.0406,270.092,154.715
28,3.1613,5.4151,9.508,3.3249,1,421.887,2.6307,707.065,203.315
30,1.6828,8.4343,2.754,1.0491,0,155.001,2.8251,711.199,180.537
30,2.1599,7.6174,162,1.7848,0,376.661,2.6601,515.313,23.996
20,2.1524,583,764,3.9128,0,381.365,862,924.087,20.733
27,2.3671,9.9842,5.802,3.2188,0,11.3955,1.1635,154.852,5.0658
32,2.2494,7.524,1.378,1.6314,1,306.828,2.9248,482.593,230.733
18,6.7679,8.639,417,3.3215,1,12.7514,9.716,4.4855,8.1632
24,2.6369,6.512,3.796,3.8266,1,394.943,4.136,6.2129,145.882
20,4.111,8.5629,6.228,2.9624,0,7.6905,8.463,6.3148,225.924
15,9.0711,1.1238,1.118,1.1975,1,334.453,2.8919,49.687,5.14
20,5.2657,3.4774,3.133,12,0,163.006,1.2476,593.075,205.752
22,7.008,8.7642,4.178,4.0142,1,1.8091,2.8016,1.3453,228.757
18,2.5509,2.0166,1.595,4.1132,1,6.1852,3.122,636.221,20.49
24,2.7306,7.824,5.061,3.488,1,32.745,2.2982,494.804,196.601
24,1.3678,7.8812,852,3.829,0,11.9957,0.28,231.564,6.3507
24,2.5204,8.3549,465,2.9261,0,315.518,5.925,2.4949,9.7704
21,3.5073,1.6265,5.198,4.1051,1,207.411,1.8483,164.542,18.248
27,2.5931,8.5435,2.479,1.9483,0,346.357,1.3034,604.329,2.836
30,1.7983,6.8677,954,0.99,1,246.474,2,662.252,213.209
29,2.0857,5.2008,4.239,2.9381,1,154.274,2.9202,650.591,5.0462
20,5.147,8.3025,9.151,4.1315,1,7.291,1.581,161.631,135.554
23,2.857,4.1925,7.242,2.443,1,170.549,5.749,912.102,2.5214
19,4.2784,1.9399,8.156,2.9848,0,317.447,1.9207,416.843,4.4446
23,5.5308,2.8485,8.719,3.2159,1,370.237,2.6896,770.327,14.052
18,7.2136,5.0516,9.726,3.0118,0,8.017,2.3929,174.816,152.314
26,1.3538,5.3133,7.632,3.2502,0,332.136,1.3967,475.863,6.474
20,8.1947,8.0558,6.084,3.1569,1,8.964,2.2364,526.306,2.8583
19,6.6511,7.9135,3.654,652,0,11.091,6.243,772.652,131.893
24,1.7358,5.8137,1.816,1.1747,0,265.659,412,625.304,201.753
19,8.8622,7.8079,6.867,3.095,1,144.601,1.71,405.309,4.8347
19,9.2879,1.9177,9.949,885,1,330.798,2.4397,28.969,165.976
23,1.5497,5.006,4.674,3.1737,1,477.888,1.3003,973.227,9.2611
27,3.4919,8.7363,7.237,3.3269,1,7.4446,1.7077,291.685,226.341
13,8.2558,7.555,4.951,1.1959,1,285.255,1.2665,138.179,1.9818
17,7.7343,2.4669,4.319,2.9907,1,46.165,1.5421,307.413,9.592
26,2.6607,6.9532,4.103,2.6705,1,8.8264,2.653,333.667,2.9834
24,2.8841,4.0945,5.046,1.3035,0,183.425,1.4344,136.581,187.787
24,4.3342,8.7631,3.669,2.3149,1,6.1808,224,711.064,221.465
22,5.3607,2.9798,7.488,4.5481,1,321.019,2.3995,622.973,197.394
16,6.5643,1.187,8.743,2.133,0,334.571,1.8532,323.449,17.228
19,4.3202,3.1966,8.829,3.1492,0,332.091,2.1912,99.307,1.382
27,5.1628,5.7808,2.277,1.768,1,271.064,2.7033,658.461,5.1315
19,7.7272,3.7594,8.959,389,1,37.313,8.586,706.154,224.491
27,1.3301,5.3487,3.416,4.065,1,1.7939,1.5092,561.611,14.947
28,3.2719,8.766,3.093,3.8912,1,478.757,1.8075,556.059,11.2398
22,7.4201,9.1249,7.268,1.7513,1,11.1048,1.0362,2.9822,156.555
15,9.0569,2.6597,3.047,1.1381,1,6.0781,2.5382,773.197,4.2863
22,5.6051,4.6214,53,3.7366,1,470.568,2.0927,911.633,214.289
24,5.789,5.4914,3.736,8.498,1,415.218,2.2002,131.041,157.513
33,1.9645,9.4911,7.215,1.2325,0,382.435,2.424,797.674,11.3099
23,5.0267,9.9862,327,2.1547,1,5.2373,7.743,538.964,10.977
22,5.7936,2.3541,6.296,1.6572,1,403.765,2.2369,292.456,197.371
27,3.1822,7.2698,6.601,2.927,1,304.512,2.3214,921.675,7.3888
23,3.4232,3.7803,7.337,1.6892,0,365.954,2.5272,2.7197,3.2912
21,4.3956,811,8.971,1.9648,1,489.035,1.4656,281.318,4.4561
19,1.1806,925,4.326,4.3144,0,9.7221,1.5126,887.387,1.9473
19,3.8987,4.6057,1.664,4.4227,1,252.191,2.945,486.204,12.1887
26,2.903,4.8833,3.189,4.1386,1,376.676,2.5564,602.933,162.542
19,3.9475,2.257,4.322,4.3242,1,216.828,1.6005,75.227,224.156
27,2.0779,6.8693,7.139,2.8486,1,2.7327,1.7833,156.494,180.196
9,9.0147,2.94,131,3.2312,1,5.5719,3.643,223.023,139.947
21,6.3423,5.5989,3.158,2.7859,1,301.046,1.8055,998.643,207.349
14,7.1119,3.1992,7.798,3.9279,1,142.502,126,245.078,214.131
18,8.1025,1.6713,6.709,2.755,1,6.892,2.7696,54.381,170.973
23,5.486,4.0717,7.317,5.554,1,169.946,2.5906,30.572,1.3508
19,1.7823,2.3227,8.118,4.0479,0,10.049,583,852.905,7.2023
19,5.834,5.348,7.832,3.8029,1,1.197,1.7814,962.138,8.0685
15,6.2816,1.9883,6.822,4.1015,1,7.5907,1.8081,149.879,239.372
19,7.709,5.0841,4.397,9.521,0,441.539,2.4103,604.568,11.1399
20,4.8849,1.5738,9.836,1.3581,0,6.019,2.2708,813.461,182.852
31,2.1482,6.7097,5.691,1.4788,0,386.925,2.9797,824.798,195.311
27,3.554,7.5394,2.028,2.5404,1,376.731,1.0525,446.043,156.782
17,4.2677,1.1039,2.928,6.694,1,282.119,3.739,233.123,4.386
17,6.8133,4.678,6.936,1.9269,1,10.4224,1.7204,393.269,4.644
22,6.137,7.087,9.247,9.108,1,43.903,2.292,753.641,196.507
23,4.2049,5.9818,1.787,1.3238,1,237.538,8.574,99.384,177.418
10,9.8786,2.644,823,3.5319,1,8.6603,7.086,558.746,12.8668
18,6.452,5.2762,8.815,4.2741,1,214.511,2.4074,203.173,5.9728
24,3.135,5.1746,9.153,1.145,0,9.7459,2.2612,5.1515,2.0811
27,1.916,9.2435,2.764,2.8295,1,188.004,6.102,944.253,3.9424
28,2.3757,5.4908,3.773,1.803,1,248.344,2.6078,488.203,139.278
25,3.2136,5.83,6.602,4.262,1,17.995,4.042,719.427,130.998
22,2.4461,4.0165,3.299,3.5254,1,328.522,3.277,663.579,225.904
31,2.6791,9.4908,8.772,3.678,1,467.959,1.0533,891.963,229.746
26,3.5659,7.7719,1.076,4.0699,1,174.075,2.6596,27.343,138.242
24,2.5604,2.8541,38,2.3712,1,17.787,2.0863,447.303,201.944
17,9.0709,8.4421,2.085,4.299,0,369.151,1.1842,914.485,19.494
26,1.7221,4.324,2.861,8.342,1,265.295,4.718,58.972,18.057
23,5.7206,8.2867,1.129,1.2486,1,21.442,2.1404,8.0648,10.4961
25,4.6936,8.2289,657,6.725,1,406.904,1.7974,202.539,9.3458
13,9.8414,1.8887,7.556,3.9877,1,445.518,2.963,244.843,6.3392
29,2.1984,7.0114,1.643,1.1434,0,295.293,2.2967,993.848,224.903
16,4.5807,2.9064,9.139,7.776,0,9.2552,3.064,231.898,200.262
16,9.7252,2.9749,368,3.1156,1,233.143,2.1846,870.987,4.2508
12,8.7896,2.9635,6.706,3.854,0,252.185,7.723,8.7315,6.0591
21,8.3536,7.2557,2.254,2.245,0,216.104,2.8857,189.903,139.519
19,3.3211,2.2983,2.403,5.336,1,131.216,578,873.335,9.9264
20,2.538,91,5.747,12,0,236.161,7.151,899.947,5.1335
19,7.0178,7.1524,5.606,3.485,0,223.273,1.497,184.434,189.878
9,9.3644,1.7118,7.687,2.8112,1,10.4747,2.372,237.554,373
17,6.0109,1.0448,7.578,1.0494,0,451.715,1.0322,535.262,8.2386
20,6.1445,2.3752,6.707,1.165,0,44.267,1.4917,6.2156,223.044
21,3.5198,3.799,4.491,4.0548,0,379.808,1.3408,945.831,182.584
17,7.9254,4.7591,8.906,2.5091,1,200.473,1.3818,368.456,9.6308
24,2.6834,4.457,6.226,3.4926,1,185.171,2.6371,494.395,222.895
27,3.9131,9.7057,9.902,2.2638,0,358.233,1.5159,11.3998,216.193
23,4.8289,7.1606,8.194,1.1886,0,30.406,2.8231,4.2219,1.262
14,5.5685,3.2319,443,4.852,1,300.299,4.432,473.139,3.0706
18,3.1817,3.187,3.206,2.8282,0,6.2056,8.408,130.451,9.2935
29,2.0335,4.4854,5.719,6.549,1,309.142,1.9695,634.016,223.055
23,6.4956,6.2624,7.215,2.0305,1,450.932,8.494,796.536,202.609
18,3.5977,1.4637,5.503,1.6467,0,4.2908,1.0418,4.1354,1.1463
22,6.2311,1.8893,7.861,1.0704,1,169.586,2.7031,61.61,12.2959
28,2.3893,8.5943,2.827,4.6672,1,254.507,1.6157,81.747,172.861
15,5.3303,2.5625,1.839,4.4046,0,343.005,1.004,445.034,6.6221
22,5.7933,3.8019,539,9.957,1,4.4817,2.3301,960.108,173.406
29,1.4664,8.7127,5.733,1.7607,1,436.403,212,12.1983,8.8734
21,4.0294,6.6315,6.886,3.8116,0,2.0273,1.691,329.755,6.5774
24,2.2097,3.4171,3.261,1.0425,1,428.845,299,237.774,9.4216
25,1.5704,6.837,6.136,2.9578,0,1.3826,5.306,996.229,228.192
6,9.9096,1.968,522,3.499,1,7.6762,1.873,301.235,217.271
28,3.9012,7.3564,993,3.2699,1,400.162,2.705,394.047,219.348
14,8.2889,4.8702,7.018,3.532,0,430.082,1.446,84.914,220.171
