,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
33,['contradiction'],3636329461.jpg#0,contradiction,3636329461.jpg#0r1c,The school is having a special event in order to show the american culture on how other cultures are dealt with in parties.,( ( The school ) ( ( is ( ( having ( ( a ( special event ) ) ( in order ) ) ) ( to ( ( show ( the ( american culture ) ) ) ( on ( how ( ( other cultures ) ( are ( dealt ( with ( in parties ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN school)) (VP (VBZ is) (VP (VBG having) (NP (NP (DT a) (JJ special) (NN event)) (PP (IN in) (NP (NN order)))) (S (VP (TO to) (VP (VB show) (NP (DT the) (NN american) (NN culture)) (PP (IN on) (SBAR (WHADVP (WRB how)) (S (NP (JJ other) (NNS cultures)) (VP (VBP are) (VP (VBN dealt) (PP (IN with) (PP (IN in) (NP (NNS parties)))))))))))))) (. .))),A school hosts a basketball game.,( ( A school ) ( ( hosts ( a ( basketball game ) ) ) . ) ),(ROOT (S (NP (DT A) (NN school)) (VP (VBZ hosts) (NP (DT a) (NN basketball) (NN game))) (. .)))
34,"['neutral', 'neutral', 'neutral', 'neutral', 'entailment']",3636329461.jpg#0,neutral,3636329461.jpg#0r1n,The school is having a special event in order to show the american culture on how other cultures are dealt with in parties.,( ( The school ) ( ( is ( ( having ( ( a ( special event ) ) ( in order ) ) ) ( to ( ( show ( the ( american culture ) ) ) ( on ( how ( ( other cultures ) ( are ( dealt ( with ( in parties ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN school)) (VP (VBZ is) (VP (VBG having) (NP (NP (DT a) (JJ special) (NN event)) (PP (IN in) (NP (NN order)))) (S (VP (TO to) (VP (VB show) (NP (DT the) (NN american) (NN culture)) (PP (IN on) (SBAR (WHADVP (WRB how)) (S (NP (JJ other) (NNS cultures)) (VP (VBP are) (VP (VBN dealt) (PP (IN with) (PP (IN in) (NP (NNS parties)))))))))))))) (. .))),A high school is hosting an event.,( ( A ( high school ) ) ( ( is ( hosting ( an event ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ high) (NN school)) (VP (VBZ is) (VP (VBG hosting) (NP (DT an) (NN event)))) (. .)))
35,['entailment'],3636329461.jpg#0,entailment,3636329461.jpg#0r1e,The school is having a special event in order to show the american culture on how other cultures are dealt with in parties.,( ( The school ) ( ( is ( ( having ( ( a ( special event ) ) ( in order ) ) ) ( to ( ( show ( the ( american culture ) ) ) ( on ( how ( ( other cultures ) ( are ( dealt ( with ( in parties ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN school)) (VP (VBZ is) (VP (VBG having) (NP (NP (DT a) (JJ special) (NN event)) (PP (IN in) (NP (NN order)))) (S (VP (TO to) (VP (VB show) (NP (DT the) (NN american) (NN culture)) (PP (IN on) (SBAR (WHADVP (WRB how)) (S (NP (JJ other) (NNS cultures)) (VP (VBP are) (VP (VBN dealt) (PP (IN with) (PP (IN in) (NP (NNS parties)))))))))))))) (. .))),A school is hosting an event.,( ( A school ) ( ( is ( hosting ( an event ) ) ) . ) ),(ROOT (S (NP (DT A) (NN school)) (VP (VBZ is) (VP (VBG hosting) (NP (DT an) (NN event)))) (. .)))
36,['contradiction'],4934873039.jpg#0,contradiction,4934873039.jpg#0r1c,High fashion ladies wait outside a tram beside a crowd of people in the city.,( ( High ( fashion ladies ) ) ( ( ( wait ( outside ( a tram ) ) ) ( beside ( ( a crowd ) ( of ( people ( in ( the city ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (JJ High) (NN fashion) (NNS ladies)) (VP (VBP wait) (PP (IN outside) (NP (DT a) (NN tram))) (PP (IN beside) (NP (NP (DT a) (NN crowd)) (PP (IN of) (NP (NP (NNS people)) (PP (IN in) (NP (DT the) (NN city)))))))) (. .))),The women do not care what clothes they wear.,( ( The women ) ( ( ( do not ) ( care ( ( what clothes ) ( they wear ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS women)) (VP (VBP do) (RB not) (VP (VB care) (SBAR (WHNP (WP what) (NX (NNS clothes))) (S (NP (PRP they)) (VP (VBP wear)))))) (. .)))
37,['entailment'],4934873039.jpg#0,entailment,4934873039.jpg#0r1e,High fashion ladies wait outside a tram beside a crowd of people in the city.,( ( High ( fashion ladies ) ) ( ( ( wait ( outside ( a tram ) ) ) ( beside ( ( a crowd ) ( of ( people ( in ( the city ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (JJ High) (NN fashion) (NNS ladies)) (VP (VBP wait) (PP (IN outside) (NP (DT a) (NN tram))) (PP (IN beside) (NP (NP (DT a) (NN crowd)) (PP (IN of) (NP (NP (NNS people)) (PP (IN in) (NP (DT the) (NN city)))))))) (. .))),Women are waiting by a tram.,( Women ( ( are ( waiting ( by ( a tram ) ) ) ) . ) ),(ROOT (S (NP (NNP Women)) (VP (VBP are) (VP (VBG waiting) (PP (IN by) (NP (DT a) (NN tram))))) (. .)))
38,"['neutral', 'contradiction', 'neutral', 'neutral', 'entailment']",4934873039.jpg#0,neutral,4934873039.jpg#0r1n,High fashion ladies wait outside a tram beside a crowd of people in the city.,( ( High ( fashion ladies ) ) ( ( ( wait ( outside ( a tram ) ) ) ( beside ( ( a crowd ) ( of ( people ( in ( the city ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (JJ High) (NN fashion) (NNS ladies)) (VP (VBP wait) (PP (IN outside) (NP (DT a) (NN tram))) (PP (IN beside) (NP (NP (DT a) (NN crowd)) (PP (IN of) (NP (NP (NNS people)) (PP (IN in) (NP (DT the) (NN city)))))))) (. .))),The women enjoy having a good fashion sense.,( ( The women ) ( ( enjoy ( having ( a ( good ( fashion sense ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS women)) (VP (VBP enjoy) (S (VP (VBG having) (NP (DT a) (JJ good) (NN fashion) (NN sense))))) (. .)))
39,['neutral'],2946464027.jpg#1,neutral,2946464027.jpg#1r1n,"A man, woman, and child enjoying themselves on a beach.","( ( ( A ( man ( , ( woman ( , ( and child ) ) ) ) ) ) ( ( enjoying themselves ) ( on ( a beach ) ) ) ) . )","(ROOT (NP (NP (DT A) (NN man) (, ,) (NN woman) (, ,) (CC and) (NN child)) (VP (VBG enjoying) (NP (PRP themselves)) (PP (IN on) (NP (DT a) (NN beach)))) (. .)))","A child with mom and dad, on summer vacation at the beach.","( ( ( A child ) ( with ( ( mom and ) dad ) ) ) ( , ( ( on ( ( summer vacation ) ( at ( the beach ) ) ) ) . ) ) )","(ROOT (FRAG (NP (NP (DT A) (NN child)) (PP (IN with) (NP (NN mom) (CC and) (NN dad)))) (, ,) (PP (IN on) (NP (NP (NN summer) (NN vacation)) (PP (IN at) (NP (DT the) (NN beach))))) (. .)))"
40,['entailment'],2946464027.jpg#1,entailment,2946464027.jpg#1r1e,"A man, woman, and child enjoying themselves on a beach.","( ( ( A ( man ( , ( woman ( , ( and child ) ) ) ) ) ) ( ( enjoying themselves ) ( on ( a beach ) ) ) ) . )","(ROOT (NP (NP (DT A) (NN man) (, ,) (NN woman) (, ,) (CC and) (NN child)) (VP (VBG enjoying) (NP (PRP themselves)) (PP (IN on) (NP (DT a) (NN beach)))) (. .)))",A family of three is at the beach.,( ( ( A family ) ( of three ) ) ( ( is ( at ( the beach ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN family)) (PP (IN of) (NP (CD three)))) (VP (VBZ is) (PP (IN at) (NP (DT the) (NN beach)))) (. .)))
41,['contradiction'],2946464027.jpg#1,contradiction,2946464027.jpg#1r1c,"A man, woman, and child enjoying themselves on a beach.","( ( ( A ( man ( , ( woman ( , ( and child ) ) ) ) ) ) ( ( enjoying themselves ) ( on ( a beach ) ) ) ) . )","(ROOT (NP (NP (DT A) (NN man) (, ,) (NN woman) (, ,) (CC and) (NN child)) (VP (VBG enjoying) (NP (PRP themselves)) (PP (IN on) (NP (DT a) (NN beach)))) (. .)))",A family of three is at the mall shopping.,( ( ( A family ) ( of three ) ) ( ( is ( at ( the ( mall shopping ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN family)) (PP (IN of) (NP (CD three)))) (VP (VBZ is) (PP (IN at) (NP (DT the) (NN mall) (NN shopping)))) (. .)))
42,['neutral'],4934873039.jpg#2,neutral,4934873039.jpg#2r1n,People waiting to get on a train or just getting off.,( ( People ( ( ( waiting ( to ( get ( on ( a train ) ) ) ) ) or ) ( just ( getting off ) ) ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VP (VBG waiting) (S (VP (TO to) (VP (VB get) (PP (IN on) (NP (DT a) (NN train))))))) (CC or) (VP (ADVP (RB just)) (VBG getting) (PRT (RP off)))) (. .))),The people waiting on the train are sitting.,( ( ( The people ) ( waiting ( on ( the train ) ) ) ) ( ( are sitting ) . ) ),(ROOT (S (NP (NP (DT The) (NNS people)) (VP (VBG waiting) (PP (IN on) (NP (DT the) (NN train))))) (VP (VBP are) (VP (VBG sitting))) (. .)))
43,"['contradiction', 'entailment', 'contradiction', 'entailment', 'entailment']",4934873039.jpg#2,entailment,4934873039.jpg#2r1c,People waiting to get on a train or just getting off.,( ( People ( ( ( waiting ( to ( get ( on ( a train ) ) ) ) ) or ) ( just ( getting off ) ) ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VP (VBG waiting) (S (VP (TO to) (VP (VB get) (PP (IN on) (NP (DT a) (NN train))))))) (CC or) (VP (ADVP (RB just)) (VBG getting) (PRT (RP off)))) (. .))),There are people just getting on a train,( There ( are ( people ( just ( getting ( on ( a train ) ) ) ) ) ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (NNS people)) (VP (ADVP (RB just)) (VBG getting) (PP (IN on) (NP (DT a) (NN train))))))))
44,['entailment'],4934873039.jpg#2,entailment,4934873039.jpg#2r1e,People waiting to get on a train or just getting off.,( ( People ( ( ( waiting ( to ( get ( on ( a train ) ) ) ) ) or ) ( just ( getting off ) ) ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VP (VBG waiting) (S (VP (TO to) (VP (VB get) (PP (IN on) (NP (DT a) (NN train))))))) (CC or) (VP (ADVP (RB just)) (VBG getting) (PRT (RP off)))) (. .))),There are people waiting on a train.,( There ( ( are ( people ( waiting ( on ( a train ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (NNS people)) (VP (VBG waiting) (PP (IN on) (NP (DT a) (NN train)))))) (. .)))
45,['entailment'],2946464027.jpg#3,entailment,2946464027.jpg#3r1e,A couple playing with a little boy on the beach.,( ( ( A couple ) ( playing ( with ( ( a ( little boy ) ) ( on ( the beach ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN couple)) (VP (VBG playing) (PP (IN with) (NP (NP (DT a) (JJ little) (NN boy)) (PP (IN on) (NP (DT the) (NN beach)))))) (. .))),A couple are playing with a young child outside.,( ( A couple ) ( ( are ( ( playing ( with ( a ( young child ) ) ) ) outside ) ) . ) ),(ROOT (S (NP (DT A) (NN couple)) (VP (VBP are) (VP (VBG playing) (PP (IN with) (NP (DT a) (JJ young) (NN child))) (ADVP (RB outside)))) (. .)))
46,['neutral'],2946464027.jpg#3,neutral,2946464027.jpg#3r1n,A couple playing with a little boy on the beach.,( ( ( A couple ) ( playing ( with ( ( a ( little boy ) ) ( on ( the beach ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN couple)) (VP (VBG playing) (PP (IN with) (NP (NP (DT a) (JJ little) (NN boy)) (PP (IN on) (NP (DT the) (NN beach)))))) (. .))),A couple are playing frisbee with a young child at the beach.,( ( A couple ) ( ( are ( ( playing frisbee ) ( with ( ( a ( young child ) ) ( at ( the beach ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN couple)) (VP (VBP are) (VP (VBG playing) (NP (NN frisbee)) (PP (IN with) (NP (NP (DT a) (JJ young) (NN child)) (PP (IN at) (NP (DT the) (NN beach))))))) (. .)))
47,['contradiction'],2946464027.jpg#3,contradiction,2946464027.jpg#3r1c,A couple playing with a little boy on the beach.,( ( ( A couple ) ( playing ( with ( ( a ( little boy ) ) ( on ( the beach ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN couple)) (VP (VBG playing) (PP (IN with) (NP (NP (DT a) (JJ little) (NN boy)) (PP (IN on) (NP (DT the) (NN beach)))))) (. .))),A couple watch a little girl play by herself on the beach.,( ( A couple ) ( ( ( ( watch ( a ( little ( girl play ) ) ) ) ( by herself ) ) ( on ( the beach ) ) ) . ) ),(ROOT (S (NP (DT A) (NN couple)) (VP (VBP watch) (NP (DT a) (JJ little) (NN girl) (NN play)) (PP (IN by) (NP (PRP herself))) (PP (IN on) (NP (DT the) (NN beach)))) (. .)))
48,['contradiction'],2946464027.jpg#4,contradiction,2946464027.jpg#4r1c,A couple play in the tide with their young son.,( ( A couple ) ( ( play ( in ( ( the tide ) ( with ( their ( young son ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN couple)) (VP (VBP play) (PP (IN in) (NP (NP (DT the) (NN tide)) (PP (IN with) (NP (PRP$ their) (JJ young) (NN son)))))) (. .))),The family is sitting down for dinner.,( ( The family ) ( ( is ( ( sitting down ) ( for dinner ) ) ) . ) ),(ROOT (S (NP (DT The) (NN family)) (VP (VBZ is) (VP (VBG sitting) (PRT (RP down)) (PP (IN for) (NP (NN dinner))))) (. .)))
49,['entailment'],2946464027.jpg#4,entailment,2946464027.jpg#4r1e,A couple play in the tide with their young son.,( ( A couple ) ( ( play ( in ( ( the tide ) ( with ( their ( young son ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN couple)) (VP (VBP play) (PP (IN in) (NP (NP (DT the) (NN tide)) (PP (IN with) (NP (PRP$ their) (JJ young) (NN son)))))) (. .))),The family is outside.,( ( The family ) ( ( is outside ) . ) ),(ROOT (S (NP (DT The) (NN family)) (VP (VBZ is) (ADVP (RB outside))) (. .)))
50,['neutral'],2946464027.jpg#4,neutral,2946464027.jpg#4r1n,A couple play in the tide with their young son.,( ( A couple ) ( ( play ( in ( ( the tide ) ( with ( their ( young son ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN couple)) (VP (VBP play) (PP (IN in) (NP (NP (DT the) (NN tide)) (PP (IN with) (NP (PRP$ their) (JJ young) (NN son)))))) (. .))),The family is on vacation.,( ( The family ) ( ( is ( on vacation ) ) . ) ),(ROOT (S (NP (DT The) (NN family)) (VP (VBZ is) (PP (IN on) (NP (NN vacation)))) (. .)))
51,['contradiction'],190083339.jpg#4,contradiction,190083339.jpg#4r1c,A man and a woman cross the street in front of a pizza and gyro restaurant.,( ( ( ( A man ) and ) ( a woman ) ) ( ( cross ( ( the street ) ( in ( front ( of ( a ( pizza ( and ( gyro restaurant ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP cross) (NP (NP (DT the) (NN street)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN pizza) (CC and) (NN gyro) (NN restaurant))))))) (. .))),The people are standing still on the curb.,( ( The people ) ( ( are ( ( standing still ) ( on ( the curb ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG standing) (ADVP (RB still)) (PP (IN on) (NP (DT the) (NN curb))))) (. .)))
52,['entailment'],190083339.jpg#4,entailment,190083339.jpg#4r1e,A man and a woman cross the street in front of a pizza and gyro restaurant.,( ( ( ( A man ) and ) ( a woman ) ) ( ( cross ( ( the street ) ( in ( front ( of ( a ( pizza ( and ( gyro restaurant ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP cross) (NP (NP (DT the) (NN street)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN pizza) (CC and) (NN gyro) (NN restaurant))))))) (. .))),"Near a couple of restaurants, two people walk across the street.","( ( Near ( ( a couple ) ( of restaurants ) ) ) ( , ( ( two people ) ( ( walk ( across ( the street ) ) ) . ) ) ) )","(ROOT (S (PP (IN Near) (NP (NP (DT a) (NN couple)) (PP (IN of) (NP (NNS restaurants))))) (, ,) (NP (CD two) (NNS people)) (VP (VBP walk) (PP (IN across) (NP (DT the) (NN street)))) (. .)))"
53,['neutral'],190083339.jpg#4,neutral,190083339.jpg#4r1n,A man and a woman cross the street in front of a pizza and gyro restaurant.,( ( ( ( A man ) and ) ( a woman ) ) ( ( cross ( ( the street ) ( in ( front ( of ( a ( pizza ( and ( gyro restaurant ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP cross) (NP (NP (DT the) (NN street)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN pizza) (CC and) (NN gyro) (NN restaurant))))))) (. .))),The couple are walking across the street together.,( ( The couple ) ( ( are ( ( walking ( across ( the street ) ) ) together ) ) . ) ),(ROOT (S (NP (DT The) (NN couple)) (VP (VBP are) (VP (VBG walking) (PP (IN across) (NP (DT the) (NN street))) (ADVP (RB together)))) (. .)))
54,['contradiction'],4950996568.jpg#2,contradiction,4950996568.jpg#2r1c,A woman in a green jacket and hood over her head looking towards a valley.,( ( ( ( A woman ) ( in ( ( a ( green ( ( jacket and ) hood ) ) ) ( over ( her head ) ) ) ) ) ( looking ( towards ( a valley ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ green) (NN jacket) (CC and) (NN hood)) (PP (IN over) (NP (PRP$ her) (NN head)))))) (VP (VBG looking) (PP (IN towards) (NP (DT a) (NN valley)))) (. .))),The woman is nake.,( ( The woman ) ( ( is nake ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (ADJP (JJ nake))) (. .)))
55,['neutral'],4950996568.jpg#2,neutral,4950996568.jpg#2r1n,A woman in a green jacket and hood over her head looking towards a valley.,( ( ( ( A woman ) ( in ( ( a ( green ( ( jacket and ) hood ) ) ) ( over ( her head ) ) ) ) ) ( looking ( towards ( a valley ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ green) (NN jacket) (CC and) (NN hood)) (PP (IN over) (NP (PRP$ her) (NN head)))))) (VP (VBG looking) (PP (IN towards) (NP (DT a) (NN valley)))) (. .))),The woman is cold.,( ( The woman ) ( ( is cold ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (ADJP (JJ cold))) (. .)))
56,['entailment'],4950996568.jpg#2,entailment,4950996568.jpg#2r1e,A woman in a green jacket and hood over her head looking towards a valley.,( ( ( ( A woman ) ( in ( ( a ( green ( ( jacket and ) hood ) ) ) ( over ( her head ) ) ) ) ) ( looking ( towards ( a valley ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ green) (NN jacket) (CC and) (NN hood)) (PP (IN over) (NP (PRP$ her) (NN head)))))) (VP (VBG looking) (PP (IN towards) (NP (DT a) (NN valley)))) (. .))),The woman is wearing green.,( ( The woman ) ( ( is ( wearing green ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG wearing) (ADJP (JJ green)))) (. .)))
57,['neutral'],190083339.jpg#1,neutral,190083339.jpg#1r1n,Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,( ( Woman ( ( ( in ( white ( in foreground ) ) ) and ) ( ( ( a man ) slightly ) ( behind ( walking ( with ( ( a sign ) ( for John ) ) ) ) ) ) ) ) ( ( 's ( ( ( Pizza and ) Gyro ) ( in ( the background ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Woman)) (PP (PP (IN in) (NP (NP (JJ white)) (PP (IN in) (NP (NN foreground))))) (CC and) (PP (ADVP (NP (DT a) (NN man)) (RB slightly)) (IN behind) (S (VP (VBG walking) (PP (IN with) (NP (NP (DT a) (NN sign)) (PP (IN for) (NP (NNP John)))))))))) (VP (VBZ 's) (NP (NP (NNP Pizza) (CC and) (NNP Gyro)) (PP (IN in) (NP (DT the) (NN background))))) (. .))),The man with the sign is caucasian.,( ( ( The man ) ( with ( the sign ) ) ) ( ( is caucasian ) . ) ),(ROOT (S (NP (NP (DT The) (NN man)) (PP (IN with) (NP (DT the) (NN sign)))) (VP (VBZ is) (ADJP (JJ caucasian))) (. .)))
58,['contradiction'],190083339.jpg#1,contradiction,190083339.jpg#1r2c,Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,( ( Woman ( ( ( in ( white ( in foreground ) ) ) and ) ( ( ( a man ) slightly ) ( behind ( walking ( with ( ( a sign ) ( for John ) ) ) ) ) ) ) ) ( ( 's ( ( ( Pizza and ) Gyro ) ( in ( the background ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Woman)) (PP (PP (IN in) (NP (NP (JJ white)) (PP (IN in) (NP (NN foreground))))) (CC and) (PP (ADVP (NP (DT a) (NN man)) (RB slightly)) (IN behind) (S (VP (VBG walking) (PP (IN with) (NP (NP (DT a) (NN sign)) (PP (IN for) (NP (NNP John)))))))))) (VP (VBZ 's) (NP (NP (NNP Pizza) (CC and) (NNP Gyro)) (PP (IN in) (NP (DT the) (NN background))))) (. .))),They are protesting outside the capital.,( They ( ( are ( protesting ( outside ( the capital ) ) ) ) . ) ),(ROOT (S (NP (PRP They)) (VP (VBP are) (VP (VBG protesting) (PP (IN outside) (NP (DT the) (NN capital))))) (. .)))
59,['entailment'],190083339.jpg#1,entailment,190083339.jpg#1r3e,Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,( ( Woman ( ( ( in ( white ( in foreground ) ) ) and ) ( ( ( a man ) slightly ) ( behind ( walking ( with ( ( a sign ) ( for John ) ) ) ) ) ) ) ) ( ( 's ( ( ( Pizza and ) Gyro ) ( in ( the background ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Woman)) (PP (PP (IN in) (NP (NP (JJ white)) (PP (IN in) (NP (NN foreground))))) (CC and) (PP (ADVP (NP (DT a) (NN man)) (RB slightly)) (IN behind) (S (VP (VBG walking) (PP (IN with) (NP (NP (DT a) (NN sign)) (PP (IN for) (NP (NNP John)))))))))) (VP (VBZ 's) (NP (NP (NNP Pizza) (CC and) (NNP Gyro)) (PP (IN in) (NP (DT the) (NN background))))) (. .))),A woman in white.,( ( ( A woman ) ( in white ) ) . ),(ROOT (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (JJ white))) (. .)))
60,['entailment'],190083339.jpg#1,entailment,190083339.jpg#1r4e,Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,( ( Woman ( ( ( in ( white ( in foreground ) ) ) and ) ( ( ( a man ) slightly ) ( behind ( walking ( with ( ( a sign ) ( for John ) ) ) ) ) ) ) ) ( ( 's ( ( ( Pizza and ) Gyro ) ( in ( the background ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Woman)) (PP (PP (IN in) (NP (NP (JJ white)) (PP (IN in) (NP (NN foreground))))) (CC and) (PP (ADVP (NP (DT a) (NN man)) (RB slightly)) (IN behind) (S (VP (VBG walking) (PP (IN with) (NP (NP (DT a) (NN sign)) (PP (IN for) (NP (NNP John)))))))))) (VP (VBZ 's) (NP (NP (NNP Pizza) (CC and) (NNP Gyro)) (PP (IN in) (NP (DT the) (NN background))))) (. .))),A man is advertising for a restaurant.,( ( A man ) ( ( is ( advertising ( for ( a restaurant ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG advertising) (PP (IN for) (NP (DT a) (NN restaurant))))) (. .)))
